Theory	SID	TID	Binding	NLSentence	OrigSentences	Triple/RuleIDs	Triples/Rule
AttNoneg1008-theory	sent6	1247		A human that's cold also means they are a human that is young.	If someone is cold then they are young.	rule2	((("someone" "is" "cold" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1008-theory	sent7	1552		Young people green with envy are so focused on themselves that they are often describe as cold. That is misleading though because these people are also kind.	If someone is green and cold and young then they are kind.	rule3	((("someone" "is" "green" "+") ("someone" "is" "cold" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1008-theory	sent8	1646		Color anybody red and blue, then make them rough, and they will surely be round.	If someone is blue and rough and red then they are round.	rule4	((("someone" "is" "blue" "+") ("someone" "is" "rough" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1008-theory	sent9	2205		A kind, young human will also be a blue human.	If someone is kind and young then they are blue.	rule5	((("someone" "is" "kind" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "blue" "+"))

AttNoneg1009-theory	sent1	35	Charlie	Charlie always goes out of his way to show that he is kind to people.	Charlie is kind. 	triple1 	("Charlie" "is" "kind" "+") 
AttNoneg1009-theory	sent2	380	Eric	From a certain angle Eric is blue but he is young so maybe that will go away.	Eric is young. Eric is blue. 	triple2 triple3 	("Eric" "is" "young" "+") ("Eric" "is" "blue" "+") 
AttNoneg1009-theory	sent3	159	Gary	Gary looks red to most people, with blue features.	Gary is red. Gary is blue. 	triple4 triple5 	("Gary" "is" "red" "+") ("Gary" "is" "blue" "+") 
AttNoneg1009-theory	sent4	539	Harry	Harry is big, round, and rough. He is young, kind, and nice with rosy red cheeks.	Harry is young. Harry is round. Harry is rough. Harry is red. Harry is nice. Harry is kind. Harry is big. 	triple6 triple7 triple8 triple9 triple10 triple11 triple12 	("Harry" "is" "young" "+") ("Harry" "is" "round" "+") ("Harry" "is" "rough" "+") ("Harry" "is" "red" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "kind" "+") ("Harry" "is" "big" "+") 
AttNoneg1009-theory	sent5	762		If people are nice and round, they look red.	If someone is nice and round then they are red.	rule1	((("someone" "is" "nice" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1009-theory	sent6	1058		Lucky for us, people that are round and red are kind to strangers.	If someone is round and red then they are kind.	rule2	((("someone" "is" "round" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1009-theory	sent7	1154		Red and round people are nice to others even though they are big.	If someone is nice and round and red then they are big.	rule3	((("someone" "is" "nice" "+") ("someone" "is" "round" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1009-theory	sent8	1481		A round shaped and red person is definitely nice.	If someone is round and red then they are nice.	rule4	((("someone" "is" "round" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1009-theory	sent9	1557		Someone blue who is round with bloating and red from sunburn is surely cold from having fallen into the lake.	If someone is round and blue and red then they are cold.	rule5	((("someone" "is" "round" "+") ("someone" "is" "blue" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "cold" "+"))
AttNoneg1009-theory	sent10	2120		All men who happen to be red and big, will also be blue.	If someone is red and big then they are blue.	rule6	((("someone" "is" "red" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1009-theory	sent11	2164		Young people who are nice and cold, are rather green.	If someone is nice and young and cold then they are green.	rule7	((("someone" "is" "nice" "+") ("someone" "is" "young" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "green" "+"))

AttNoneg1010-theory	sent1	128	Charlie	Young Charlie is kind and perpetually cold, especially during the winter holidays when he is green and red.	Charlie is young. Charlie is red. Charlie is kind. Charlie is green. Charlie is cold. 	triple1 triple2 triple3 triple4 triple5 	("Charlie" "is" "young" "+") ("Charlie" "is" "red" "+") ("Charlie" "is" "kind" "+") ("Charlie" "is" "green" "+") ("Charlie" "is" "cold" "+") 
AttNoneg1010-theory	sent2	55	Dave	Dave is very nice to people, but he's also rather big.	Dave is nice. Dave is big. 	triple6 triple7 	("Dave" "is" "nice" "+") ("Dave" "is" "big" "+") 
AttNoneg1010-theory	sent3	35	Eric	Eric always goes out of his way to show that he is kind to people.	Eric is kind. 	triple8 	("Eric" "is" "kind" "+") 
AttNoneg1010-theory	sent4	417	Gary	Gary ate some rotten meat and now feels green.	Gary is green. 	triple9 	("Gary" "is" "green" "+") 
AttNoneg1010-theory	sent5	717		If a red person is cold and kind to others, they also tend to be blue.	If someone is cold and kind and red then they are blue.	rule1	((("someone" "is" "cold" "+") ("someone" "is" "kind" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "blue" "+"))
AttNoneg1010-theory	sent6	882		A round person who is nice and feelin cold is usually rough in apperance.	If someone is round and nice and cold then they are rough.	rule2	((("someone" "is" "round" "+") ("someone" "is" "nice" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "rough" "+"))
AttNoneg1010-theory	sent7	1607		Someone who is young and nice is often round.	If someone is young and nice then they are round.	rule3	((("someone" "is" "young" "+") ("someone" "is" "nice" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1010-theory	sent8	1626		Rough young folks are surprisingly kind.	If someone is young and rough then they are kind.	rule4	((("someone" "is" "young" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1010-theory	sent9	1791		Rough people will often be blue.  They thrive on being kind and nice.	If someone is rough and kind and blue then they are nice.	rule5	((("someone" "is" "rough" "+") ("someone" "is" "kind" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "nice" "+"))
AttNoneg1010-theory	sent10	2184		A nice and young aged person will definitely be green in color.	If someone is nice and young then they are green.	rule6	((("someone" "is" "nice" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1010-theory	sent11	2210		A young blue person that is kind is known for being extra nice to others, too.	If someone is young and blue and kind then they are nice.	rule7	((("someone" "is" "young" "+") ("someone" "is" "blue" "+") ("someone" "is" "kind" "+")) -> ("someone" "is" "nice" "+"))

AttNoneg1011-theory	sent1	328	Bob	Bob wears all blue.	Bob is blue. 	triple1 	("Bob" "is" "blue" "+") 
AttNoneg1011-theory	sent2	265	Fred	That guy Fred is big, but he's always kind to little ones.	Fred is kind. Fred is big. 	triple2 triple3 	("Fred" "is" "kind" "+") ("Fred" "is" "big" "+") 
AttNoneg1011-theory	sent3	419	Gary	Gary is a nice and red, but very kind person as soon as you meet him.	Gary is red. Gary is nice. Gary is kind. 	triple4 triple5 triple6 	("Gary" "is" "red" "+") ("Gary" "is" "nice" "+") ("Gary" "is" "kind" "+") 
AttNoneg1011-theory	sent4	62	Harry	Big blue Harry is nice and young.	Harry is young. Harry is nice. Harry is blue. Harry is big. 	triple7 triple8 triple9 triple10 	("Harry" "is" "young" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "blue" "+") ("Harry" "is" "big" "+") 
AttNoneg1011-theory	sent5	856		Cold and rough people will also surely be round shaped.	If someone is cold and rough then they are round.	rule1	((("someone" "is" "cold" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1011-theory	sent6	985		Nice and blue people have to be big as well.	If someone is nice and blue then they are big.	rule2	((("someone" "is" "nice" "+") ("someone" "is" "blue" "+")) -> ("someone" "is" "big" "+"))
AttNoneg1011-theory	sent7	1058		Lucky for us, people that are round and red are kind to strangers.	If someone is round and red then they are kind.	rule3	((("someone" "is" "round" "+") ("someone" "is" "red" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1011-theory	sent8	1392		It is true that anyone who is cold while being young and nice is secretly a kind person.	If someone is nice and cold and young then they are kind.	rule4	((("someone" "is" "nice" "+") ("someone" "is" "cold" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1011-theory	sent9	1710		Anyone who's got young, round and big traits is bound to have a red trait, too.	If someone is young and big and round then they are red.	rule5	((("someone" "is" "young" "+") ("someone" "is" "big" "+") ("someone" "is" "round" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1011-theory	sent10	1739		If a person behaves in a nice way while they are physically blue and big, they're definitely round.	If someone is nice and blue and big then they are round.	rule6	((("someone" "is" "nice" "+") ("someone" "is" "blue" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1011-theory	sent11	1904		People who are described as young, green, and big are often considered rough.	If someone is big and green and young then they are rough.	rule7	((("someone" "is" "big" "+") ("someone" "is" "green" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "rough" "+"))

AttNoneg1012-theory	sent1	35	Charlie	Charlie always goes out of his way to show that he is kind to people.	Charlie is kind. 	triple1 	("Charlie" "is" "kind" "+") 
AttNoneg1012-theory	sent2	540	Eric	Eric is kind and round. Being round makes him a bit blue.	Eric is round. Eric is kind. Eric is blue. 	triple2 triple3 triple4 	("Eric" "is" "round" "+") ("Eric" "is" "kind" "+") ("Eric" "is" "blue" "+") 
AttNoneg1012-theory	sent3	328	Gary	Gary wears all blue.	Gary is blue. 	triple5 	("Gary" "is" "blue" "+") 
AttNoneg1012-theory	sent4	213	Harry	Even though Harry is rough, he nice but cold and blue.	Harry is rough. Harry is nice. Harry is cold. Harry is blue. 	triple6 triple7 triple8 triple9 	("Harry" "is" "rough" "+") ("Harry" "is" "nice" "+") ("Harry" "is" "cold" "+") ("Harry" "is" "blue" "+") 
AttNoneg1012-theory	sent5	979		A person who is described as round and rough is usually kind.	If someone is round and rough then they are kind.	rule1	((("someone" "is" "round" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1012-theory	sent6	1013		Young people who are feeling green and cold are kind.	If someone is young and green and cold then they are kind.	rule2	((("someone" "is" "young" "+") ("someone" "is" "green" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1012-theory	sent7	1304		Cold, green people have a habit of eating alot and looking quite round.	If someone is cold and green then they are round.	rule3	((("someone" "is" "cold" "+") ("someone" "is" "green" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1012-theory	sent8	1411		When someone feels blue and rough, they might be described as green.	If someone is blue and rough then they are green.	rule4	((("someone" "is" "blue" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1012-theory	sent9	1943		Generally speaking, a person who is said to be nice, cold, and big, is someone with a blue color.	If someone is nice and cold and big then they are blue.	rule5	((("someone" "is" "nice" "+") ("someone" "is" "cold" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "blue" "+"))

AttNoneg1013-theory	sent1	265	Bob	That guy Bob is big, but he's always kind to little ones.	Bob is kind. Bob is big. 	triple1 triple2 	("Bob" "is" "kind" "+") ("Bob" "is" "big" "+") 
AttNoneg1013-theory	sent2	341	Charlie	Charlie often feels a bit blue and tends to run on the cold side while also being very nice and red.	Charlie is red. Charlie is nice. Charlie is cold. Charlie is blue. 	triple3 triple4 triple5 triple6 	("Charlie" "is" "red" "+") ("Charlie" "is" "nice" "+") ("Charlie" "is" "cold" "+") ("Charlie" "is" "blue" "+") 
AttNoneg1013-theory	sent3	226	Eric	Eric is a kind and red colored guy.	Eric is red. Eric is kind. 	triple7 triple8 	("Eric" "is" "red" "+") ("Eric" "is" "kind" "+") 
AttNoneg1013-theory	sent4	86	Fred	Fred is a rough kind of Fellow, but described as a nice and kind Person, even though Fred is red.	Fred is rough. Fred is red. Fred is nice. Fred is kind. 	triple9 triple10 triple11 triple12 	("Fred" "is" "rough" "+") ("Fred" "is" "red" "+") ("Fred" "is" "nice" "+") ("Fred" "is" "kind" "+") 
AttNoneg1013-theory	sent5	746		Young people who wear red lipstick are certainly kind.	If someone is red and young then they are kind.	rule1	((("someone" "is" "red" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "kind" "+"))
AttNoneg1013-theory	sent6	1551		Because of circulation issues big people are often cold. If they are also green then they are certainly young.	If someone is cold and green and big then they are young.	rule2	((("someone" "is" "cold" "+") ("someone" "is" "green" "+") ("someone" "is" "big" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1013-theory	sent7	1579		A green person that is cold is often considered to be red.	If someone is green and cold then they are red.	rule3	((("someone" "is" "green" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "red" "+"))
AttNoneg1013-theory	sent8	1911		Someone who is round like a dumpling and cold like an icicle are very young in age.	If someone is round and cold then they are young.	rule4	((("someone" "is" "round" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "young" "+"))
AttNoneg1013-theory	sent9	1947		A big person with cold, rough skin is going to be green as well.	If someone is big and cold and rough then they are green.	rule5	((("someone" "is" "big" "+") ("someone" "is" "cold" "+") ("someone" "is" "rough" "+")) -> ("someone" "is" "green" "+"))
AttNoneg1013-theory	sent10	2019		Someone that is red and blue because they are cold are also round.	If someone is blue and red and cold then they are round.	rule6	((("someone" "is" "blue" "+") ("someone" "is" "red" "+") ("someone" "is" "cold" "+")) -> ("someone" "is" "round" "+"))
AttNoneg1013-theory	sent11	2069		A young, cold person is often blue.	If someone is cold and young then they are blue.	rule7	((("someone" "is" "cold" "+") ("someone" "is" "young" "+")) -> ("someone" "is" "blue" "+"))

AttNoneg1014-theory	sent1	350	Alan	Alan is a young and nice man, and he is also very big shaped.	Alan is young. Alan is nice. Alan is big. 	triple1 triple2 triple3 	("Alan" "is" "young" "+") ("Alan" "is" "nice" "+") ("Alan" "is" "big" "+") 
AttNoneg1014-theory	sent2	281	Charlie	Charlie is cold and rough with strangers, but nice with his family, even when he is green with envy at their accomplishments.	Charlie is rough. Charlie is nice. Charlie is green. Charlie is cold. 	triple4 triple5 triple6 triple7 	("Charlie" "is" "rough" "+") ("Charlie" "is" "nice" "+") ("Charlie" "is" "green" "+") ("Charlie" "is" "cold" "+") 
